transaction_id,customer_id,merchant_id,merchant_name,merchant_category,amount,timestamp,currency,channel,city,is_international
TXN-001133,C-0195,M-0077,ShopNow #77,Online Shopping,452.44,2024-02-19T07:44:43,CAD,POS,Hamilton,False
TXN-019242,C-0480,M-0083,GasLine #83,Utilities,404.32,2024-02-19T08:07:04,CAD,ATM,Toronto,False
TXN-023473,C-0257,M-0200,WanderLux #200,Travel,387.44,2024-02-19T08:12:02,CAD,POS,Calgary,False
TXN-037231,C-0002,M-0144,GasLine #144,Utilities,230.0,2024-02-19T08:13:25,CAD,POS,Montreal,False
TXN-026517,C-0216,M-0095,FoodLand #95,Grocery,286.82,2024-02-19T08:13:44,CAD,ATM,Ottawa,False
TXN-036495,C-0240,M-0094,WellClinic #94,Healthcare,271.97,2024-02-19T08:16:24,CAD,POS,Hamilton,False
TXN-029909,C-0344,M-0185,TrendWear #185,Clothing,267.49,2024-02-19T08:26:38,CAD,online,Edmonton,False
TXN-026205,C-0263,M-0116,TechByte #116,Electronics,154.15,2024-02-19T08:36:16,CAD,online,Halifax,False
TXN-005448,C-0039,M-0046,JetSet #46,Travel,212.18,2024-02-19T08:40:55,CAD,online,Montreal,False
TXN-036910,C-0395,M-0133,SuperSave #133,Grocery,678.12,2024-02-19T08:50:37,CAD,POS,Halifax,False
TXN-027177,C-0339,M-0167,GadgetWorld #167,Electronics,81.9,2024-02-19T08:51:36,CAD,POS,Quebec City,False
TXN-031734,C-0495,M-0130,ElectroZone #130,Electronics,124.1,2024-02-19T08:54:16,CAD,online,Montreal,False
TXN-039410,C-0015,M-0154,StreamFlix #154,Entertainment,290.56,2024-02-19T08:56:29,CAD,POS,Halifax,False
TXN-025221,C-0421,M-0047,PetroGo #47,Gas Station,303.33,2024-02-19T08:57:04,CAD,online,Halifax,False
TXN-034548,C-0248,M-0028,Burger Hub #28,Restaurant,211.25,2024-02-19T09:05:23,CAD,online,Hamilton,False
TXN-026310,C-0150,M-0013,DigiMart #13,Electronics,188.75,2024-02-19T09:06:57,CAD,online,Toronto,False
TXN-033461,C-0364,M-0012,CircuitHub #12,Electronics,76.22,2024-02-19T09:14:31,CAD,ATM,Edmonton,False
TXN-020690,C-0260,M-0162,Golden Wok #162,Restaurant,267.23,2024-02-19T09:16:19,CAD,ATM,Halifax,False
TXN-016269,C-0165,M-0171,TravelEase #171,Travel,172.89,2024-02-19T09:18:51,CAD,online,Calgary,False
TXN-026069,C-0496,M-0141,FuelUp #141,Gas Station,474.27,2024-02-19T09:20:24,CAD,online,Calgary,False
TXN-006438,C-0333,M-0059,GadgetWorld #59,Electronics,140.46,2024-02-19T09:21:37,CAD,POS,Ottawa,False
TXN-000501,C-0485,M-0146,FoodLand #146,Grocery,452.61,2024-02-19T09:22:51,CAD,POS,Hamilton,False
TXN-040279,C-0488,M-0001,BookTrip #1,Travel,173.97,2024-02-19T09:25:47,CAD,online,Calgary,False
TXN-013423,C-0040,M-0066,GreenGrocer #66,Grocery,364.66,2024-02-19T09:30:08,CAD,POS,Toronto,False
TXN-042097,C-0364,M-0030,TechByte #30,Electronics,63.76,2024-02-19T09:35:10,CAD,online,Halifax,False
TXN-043156,C-0057,M-0006,FlyAway #6,Travel,149.81,2024-02-19T09:37:37,CAD,POS,Edmonton,False
TXN-006727,C-0316,M-0099,ElectroZone #99,Electronics,95.9,2024-02-19T09:39:23,CAD,POS,Vancouver,False
TXN-031202,C-0029,M-0019,GameZone #19,Entertainment,142.43,2024-02-19T09:42:59,CAD,ATM,Halifax,False
TXN-013408,C-0500,M-0052,PharmaSave #52,Healthcare,223.91,2024-02-19T09:44:00,CAD,POS,Hamilton,False
TXN-021532,C-0360,M-0128,FlyAway #128,Travel,399.56,2024-02-19T09:45:52,CAD,POS,Toronto,False
TXN-020760,C-0494,M-0139,WaterWorks #139,Utilities,447.6,2024-02-19T09:46:23,CAD,ATM,Vancouver,False
TXN-013102,C-0242,M-0130,ElectroZone #130,Electronics,480.98,2024-02-19T09:49:33,CAD,online,Toronto,False
TXN-017547,C-0261,M-0075,FashionFit #75,Clothing,351.79,2024-02-19T09:54:04,CAD,online,Montreal,False
TXN-036904,C-0106,M-0187,ChicBoutique #187,Clothing,542.1,2024-02-19T09:55:58,CAD,online,Vancouver,False
TXN-019990,C-0108,M-0071,FuelUp #71,Gas Station,309.27,2024-02-19T09:59:48,CAD,POS,Montreal,False
TXN-028203,C-0265,M-0137,Metro Plus #137,Grocery,175.16,2024-02-19T10:00:50,CAD,POS,Toronto,False
TXN-040683,C-0353,M-0080,ElectroZone #80,Electronics,558.9,2024-02-19T10:01:09,CAD,POS,Calgary,False
TXN-006665,C-0154,M-0149,GasLine #149,Utilities,131.67,2024-02-19T10:05:09,CAD,POS,Toronto,False
TXN-040033,C-0392,M-0055,FuelUp #55,Gas Station,537.38,2024-02-19T10:08:04,CAD,online,Toronto,False
TXN-035355,C-0322,M-0079,TelcoNet #79,Utilities,181.01,2024-02-19T10:09:00,CAD,POS,Ottawa,False
TXN-025463,C-0033,M-0001,BookTrip #1,Travel,497.01,2024-02-19T10:09:24,CAD,online,Montreal,False
TXN-020806,C-0040,M-0066,GreenGrocer #66,Grocery,277.03,2024-02-19T10:09:38,CAD,ATM,Quebec City,False
TXN-002323,C-0453,M-0089,ClickBuy #89,Online Shopping,137.63,2024-02-19T10:10:51,CAD,online,Hamilton,False
TXN-045198,C-0247,M-0185,TrendWear #185,Clothing,167.63,2024-02-19T10:11:04,CAD,online,Vancouver,False
TXN-026040,C-0341,M-0134,WanderLux #134,Travel,435.28,2024-02-19T10:11:54,CAD,POS,Quebec City,False
TXN-033172,C-0388,M-0186,StreamFlix #186,Entertainment,93.62,2024-02-19T10:13:48,CAD,online,Vancouver,False
TXN-025231,C-0307,M-0080,ElectroZone #80,Electronics,672.37,2024-02-19T10:14:42,CAD,POS,Winnipeg,False
TXN-007960,C-0220,M-0120,JetSet #120,Travel,414.91,2024-02-19T10:19:22,CAD,POS,Vancouver,False
TXN-034886,C-0046,M-0050,HealthPlus #50,Healthcare,51.05,2024-02-19T10:21:33,CAD,POS,Edmonton,False
TXN-008478,C-0334,M-0049,FashionFit #49,Clothing,222.07,2024-02-19T10:23:39,CAD,POS,Montreal,False
TXN-021811,C-0190,M-0114,EnergyStop #114,Gas Station,418.24,2024-02-19T10:24:52,CAD,POS,Halifax,False
TXN-037942,C-0361,M-0011,NetShop #11,Online Shopping,87.96,2024-02-19T10:26:11,CAD,POS,Vancouver,False
TXN-016448,C-0449,M-0108,FunPark #108,Entertainment,455.01,2024-02-19T10:26:20,CAD,POS,Edmonton,False
TXN-035735,C-0194,M-0045,ClickBuy #45,Online Shopping,451.51,2024-02-19T10:28:02,CAD,POS,Halifax,False
TXN-009240,C-0435,M-0045,ClickBuy #45,Online Shopping,82.51,2024-02-19T10:31:30,CAD,POS,Halifax,False
TXN-005619,C-0015,M-0126,Golden Wok #126,Restaurant,354.34,2024-02-19T10:31:43,CAD,ATM,Ottawa,False
TXN-043483,C-0477,M-0083,GasLine #83,Utilities,117.01,2024-02-19T10:31:58,CAD,online,Edmonton,False
TXN-015083,C-0463,M-0137,Metro Plus #137,Grocery,169.75,2024-02-19T10:33:19,CAD,online,Halifax,False
TXN-011394,C-0090,M-0105,FoodLand #105,Grocery,216.83,2024-02-19T10:35:52,CAD,online,Hamilton,False
TXN-013589,C-0058,M-0043,MediCare #43,Healthcare,239.66,2024-02-19T10:35:58,CAD,online,Quebec City,False
TXN-039681,C-0024,M-0109,PharmaSave #109,Healthcare,682.81,2024-02-19T10:37:41,CAD,ATM,Edmonton,False
TXN-016846,C-0075,M-0068,FunPark #68,Entertainment,166.6,2024-02-19T10:38:30,CAD,POS,Winnipeg,False
TXN-027377,C-0037,M-0041,CircuitHub #41,Electronics,160.3,2024-02-19T10:43:12,CAD,POS,Montreal,False
TXN-008564,C-0227,M-0021,Metro Plus #21,Grocery,585.5,2024-02-19T10:43:23,CAD,online,Quebec City,False
TXN-033901,C-0434,M-0057,GadgetWorld #57,Electronics,10.35,2024-02-19T10:44:20,CAD,online,Halifax,False
TXN-031257,C-0279,M-0151,Cafe Latte #151,Restaurant,80.53,2024-02-19T10:46:01,CAD,ATM,Hamilton,False
TXN-002446,C-0026,M-0021,Metro Plus #21,Grocery,70.49,2024-02-19T10:46:12,CAD,POS,Halifax,False
TXN-008941,C-0145,M-0014,FashionFit #14,Clothing,179.36,2024-02-19T10:46:23,CAD,POS,Vancouver,False
TXN-040922,C-0120,M-0091,PowerGrid #91,Utilities,437.83,2024-02-19T10:46:27,CAD,online,Ottawa,False
TXN-008437,C-0402,M-0163,Sushi Zen #163,Restaurant,486.04,2024-02-19T10:47:01,CAD,POS,Montreal,False
TXN-028007,C-0127,M-0192,GasMax #192,Gas Station,271.6,2024-02-19T10:51:58,CAD,ATM,Hamilton,False
TXN-010152,C-0061,M-0112,StreamFlix #112,Entertainment,252.6,2024-02-19T10:53:45,CAD,online,Edmonton,False
TXN-006252,C-0396,M-0083,GasLine #83,Utilities,253.81,2024-02-19T11:00:00,CAD,POS,Hamilton,False
TXN-019143,C-0183,M-0126,Golden Wok #126,Restaurant,159.31,2024-02-19T11:02:19,CAD,POS,Quebec City,False
TXN-001484,C-0465,M-0062,FlyAway #62,Travel,445.4,2024-02-19T11:03:07,CAD,online,Hamilton,False
TXN-011277,C-0466,M-0047,PetroGo #47,Gas Station,285.29,2024-02-19T11:06:58,CAD,online,Hamilton,False
TXN-032870,C-0246,M-0037,HealthPlus #37,Healthcare,216.4,2024-02-19T11:07:49,CAD,online,Quebec City,False
TXN-044536,C-0421,M-0133,SuperSave #133,Grocery,317.48,2024-02-19T11:08:18,CAD,POS,Montreal,False
TXN-031303,C-0156,M-0012,CircuitHub #12,Electronics,182.95,2024-02-19T11:08:40,CAD,POS,Ottawa,False
TXN-042069,C-0251,M-0172,MediCare #172,Healthcare,85.56,2024-02-19T11:09:26,CAD,POS,Quebec City,False
TXN-008969,C-0128,M-0102,HydroPower #102,Utilities,80.55,2024-02-19T11:10:14,CAD,POS,Hamilton,False
TXN-039878,C-0497,M-0125,BookTrip #125,Travel,64.42,2024-02-19T11:11:39,CAD,POS,Ottawa,False
TXN-003087,C-0467,M-0013,DigiMart #13,Electronics,25.8,2024-02-19T11:12:00,CAD,POS,Ottawa,False
TXN-032580,C-0217,M-0019,GameZone #19,Entertainment,211.82,2024-02-19T11:12:02,CAD,POS,Montreal,False
TXN-013321,C-0489,M-0002,Golden Wok #2,Restaurant,137.06,2024-02-19T11:13:58,CAD,online,Quebec City,False
TXN-018438,C-0091,M-0085,ClickBuy #85,Online Shopping,493.75,2024-02-19T11:14:17,CAD,online,Vancouver,False
TXN-019184,C-0317,M-0176,Burger Hub #176,Restaurant,189.53,2024-02-19T11:16:18,CAD,POS,Edmonton,False
TXN-039451,C-0256,M-0114,EnergyStop #114,Gas Station,115.5,2024-02-19T11:18:15,CAD,POS,Calgary,False
TXN-022828,C-0170,M-0073,TrendWear #73,Clothing,148.29,2024-02-19T11:21:09,CAD,online,Ottawa,False
TXN-041490,C-0322,M-0102,HydroPower #102,Utilities,423.05,2024-02-19T11:24:21,CAD,POS,Edmonton,False
TXN-008135,C-0051,M-0181,Cafe Latte #181,Restaurant,75.94,2024-02-19T11:25:25,CAD,online,Calgary,False
TXN-003735,C-0015,M-0126,Golden Wok #126,Restaurant,231.01,2024-02-19T11:29:35,CAD,online,Toronto,False
TXN-030868,C-0066,M-0079,TelcoNet #79,Utilities,314.8,2024-02-19T11:31:35,CAD,online,Vancouver,False
TXN-015572,C-0370,M-0014,FashionFit #14,Clothing,436.93,2024-02-19T11:31:48,CAD,online,Ottawa,False
TXN-043289,C-0372,M-0021,Metro Plus #21,Grocery,89.93,2024-02-19T11:33:42,CAD,POS,Ottawa,False
TXN-016759,C-0484,M-0078,FlyAway #78,Travel,324.81,2024-02-19T11:33:51,CAD,POS,Toronto,False
TXN-002009,C-0246,M-0187,ChicBoutique #187,Clothing,161.52,2024-02-19T11:34:18,CAD,online,Halifax,False
TXN-001263,C-0495,M-0130,ElectroZone #130,Electronics,336.77,2024-02-19T11:34:39,CAD,online,Quebec City,False
TXN-005526,C-0361,M-0054,PowerGrid #54,Utilities,216.54,2024-02-19T11:35:37,CAD,POS,Ottawa,False
TXN-034627,C-0139,M-0085,ClickBuy #85,Online Shopping,243.8,2024-02-19T11:36:40,CAD,ATM,Montreal,False
TXN-043696,C-0319,M-0158,FlyAway #158,Travel,143.47,2024-02-19T11:41:03,CAD,online,Winnipeg,False
TXN-020310,C-0309,M-0016,ChicBoutique #16,Clothing,200.56,2024-02-19T11:41:09,CAD,online,Ottawa,False
TXN-000053,C-0212,M-0075,FashionFit #75,Clothing,202.52,2024-02-19T11:42:28,CAD,online,Edmonton,False
TXN-040639,C-0314,M-0061,FashionFit #61,Clothing,360.31,2024-02-19T11:43:36,CAD,online,Calgary,False
TXN-044604,C-0080,M-0086,Metro Plus #86,Grocery,303.84,2024-02-19T11:45:03,CAD,POS,Edmonton,False
TXN-043662,C-0069,M-0164,FuelUp #164,Gas Station,283.97,2024-02-19T11:46:11,CAD,online,Hamilton,False
TXN-029437,C-0286,M-0142,FoodLand #142,Grocery,33.62,2024-02-19T11:46:43,CAD,POS,Calgary,False
TXN-023469,C-0407,M-0125,BookTrip #125,Travel,365.24,2024-02-19T11:47:22,CAD,POS,Ottawa,False
TXN-042066,C-0351,M-0200,WanderLux #200,Travel,247.6,2024-02-19T11:59:01,CAD,POS,Toronto,False
TXN-008260,C-0006,M-0059,GadgetWorld #59,Electronics,593.06,2024-02-19T12:01:42,CAD,online,Toronto,False
TXN-043993,C-0333,M-0035,CircuitHub #35,Electronics,71.94,2024-02-19T12:02:31,CAD,POS,Ottawa,False
TXN-035583,C-0370,M-0157,PetroGo #157,Gas Station,57.42,2024-02-19T12:02:41,CAD,online,Hamilton,False
TXN-020797,C-0397,M-0176,Burger Hub #176,Restaurant,662.37,2024-02-19T12:03:35,USD,POS,Dubai,True
TXN-015168,C-0268,M-0041,CircuitHub #41,Electronics,1378.11,2024-02-19T12:05:06,CAD,online,Edmonton,False
TXN-002191,C-0117,M-0117,GasMax #117,Gas Station,82.63,2024-02-19T12:09:18,CAD,POS,Edmonton,False
TXN-007140,C-0265,M-0137,Metro Plus #137,Grocery,482.73,2024-02-19T12:11:10,CAD,POS,Edmonton,False
TXN-016400,C-0319,M-0181,Cafe Latte #181,Restaurant,81.94,2024-02-19T12:12:36,CAD,POS,Halifax,False
TXN-032650,C-0276,M-0082,EnergyStop #82,Gas Station,110.66,2024-02-19T12:14:29,CAD,online,Hamilton,False
TXN-014321,C-0331,M-0104,DigiMart #104,Electronics,209.8,2024-02-19T12:16:33,CAD,POS,Edmonton,False
TXN-038499,C-0375,M-0057,GadgetWorld #57,Electronics,368.53,2024-02-19T12:17:39,CAD,online,Calgary,False
TXN-046721,C-0297,M-0045,ClickBuy #45,Online Shopping,64.57,2024-02-19T12:18:01,CAD,online,Edmonton,False
TXN-049979,C-0388,M-0035,CircuitHub #35,Electronics,155.14,2024-02-19T12:18:36,CAD,POS,Halifax,False
TXN-044361,C-0293,M-0180,StyleHub #180,Clothing,311.8,2024-02-19T12:19:25,CAD,POS,Edmonton,False
TXN-027202,C-0456,M-0102,HydroPower #102,Utilities,503.51,2024-02-19T12:19:52,CAD,online,Halifax,False
TXN-015992,C-0205,M-0117,GasMax #117,Gas Station,17.9,2024-02-19T12:20:16,CAD,POS,Toronto,False
TXN-008762,C-0024,M-0109,PharmaSave #109,Healthcare,524.61,2024-02-19T12:20:21,CAD,online,Montreal,False
TXN-003281,C-0063,M-0047,PetroGo #47,Gas Station,68.11,2024-02-19T12:21:01,CAD,online,Halifax,False
TXN-020526,C-0434,M-0068,FunPark #68,Entertainment,22.78,2024-02-19T12:21:34,CAD,online,Ottawa,False
TXN-049980,C-0388,M-0035,CircuitHub #35,Electronics,29.1,2024-02-19T12:22:12,CAD,online,Montreal,False
TXN-049978,C-0388,M-0035,CircuitHub #35,Electronics,143.63,2024-02-19T12:22:23,CAD,ATM,Toronto,False
TXN-025014,C-0424,M-0134,WanderLux #134,Travel,362.52,2024-02-19T12:25:28,CAD,online,Winnipeg,False
TXN-001862,C-0397,M-0176,Burger Hub #176,Restaurant,394.29,2024-02-19T12:25:42,CAD,POS,Hamilton,False
TXN-049982,C-0388,M-0035,CircuitHub #35,Electronics,132.87,2024-02-19T12:26:29,CAD,online,Calgary,False
TXN-049981,C-0388,M-0035,CircuitHub #35,Electronics,36.06,2024-02-19T12:26:47,CAD,POS,Ottawa,False
TXN-045923,C-0385,M-0038,GreenGrocer #38,Grocery,250.79,2024-02-19T12:27:37,CAD,ATM,Calgary,False
TXN-018076,C-0355,M-0043,MediCare #43,Healthcare,208.43,2024-02-19T12:29:38,CAD,online,Winnipeg,False
TXN-020481,C-0138,M-0169,FlyAway #169,Travel,406.14,2024-02-19T12:29:43,CAD,POS,Edmonton,False
TXN-034148,C-0074,M-0177,WanderLux #177,Travel,121.62,2024-02-19T12:31:22,CAD,POS,Quebec City,False
TXN-029036,C-0142,M-0047,PetroGo #47,Gas Station,249.19,2024-02-19T12:32:27,CAD,online,Hamilton,False
TXN-005554,C-0219,M-0098,ChicBoutique #98,Clothing,197.45,2024-02-19T12:32:30,CAD,POS,Montreal,False
TXN-040602,C-0478,M-0139,WaterWorks #139,Utilities,461.91,2024-02-19T12:34:42,CAD,POS,Ottawa,False
TXN-045540,C-0053,M-0112,StreamFlix #112,Entertainment,378.64,2024-02-19T12:36:07,CAD,POS,Halifax,False
TXN-002579,C-0072,M-0098,ChicBoutique #98,Clothing,106.74,2024-02-19T12:36:13,CAD,POS,Winnipeg,False
TXN-001955,C-0022,M-0115,HydroPower #115,Utilities,0.5,2024-02-19T12:36:59,CAD,POS,Hamilton,False
TXN-014706,C-0427,M-0124,Burger Hub #124,Restaurant,264.55,2024-02-19T12:37:34,CAD,ATM,Ottawa,False
TXN-005233,C-0082,M-0169,FlyAway #169,Travel,72.14,2024-02-19T12:39:44,CAD,online,Toronto,False
TXN-047442,C-0123,M-0163,Sushi Zen #163,Restaurant,125.53,2024-02-19T12:39:44,CAD,POS,Quebec City,False
TXN-001434,C-0421,M-0043,MediCare #43,Healthcare,398.16,2024-02-19T12:40:24,CAD,ATM,Edmonton,False
TXN-035265,C-0265,M-0110,FunPark #110,Entertainment,291.34,2024-02-19T12:44:47,CAD,ATM,Halifax,False
TXN-003664,C-0179,M-0074,ChicBoutique #74,Clothing,239.5,2024-02-19T12:45:28,USD,online,Singapore,True
TXN-044644,C-0247,M-0113,FoodLand #113,Grocery,137.02,2024-02-19T12:45:31,CAD,POS,Quebec City,False
TXN-034526,C-0486,M-0180,StyleHub #180,Clothing,529.27,2024-02-19T12:47:10,CAD,POS,Ottawa,False
TXN-021019,C-0129,M-0159,PetroGo #159,Gas Station,0.5,2024-02-19T12:48:13,CAD,ATM,Vancouver,False
TXN-002164,C-0388,M-0194,ShopNow #194,Online Shopping,83.58,2024-02-19T12:48:22,CAD,online,Hamilton,False
TXN-018603,C-0162,M-0116,TechByte #116,Electronics,400.09,2024-02-19T12:48:44,CAD,ATM,Edmonton,False
TXN-020453,C-0483,M-0164,FuelUp #164,Gas Station,80.6,2024-02-19T12:50:02,CAD,POS,Montreal,False
TXN-015211,C-0327,M-0043,MediCare #43,Healthcare,457.24,2024-02-19T12:50:03,CAD,POS,Edmonton,False
TXN-011575,C-0485,M-0161,MusicHall #161,Entertainment,597.12,2024-02-19T12:52:01,CAD,online,Montreal,False
TXN-015577,C-0468,M-0024,FlyAway #24,Travel,194.69,2024-02-19T12:52:02,CAD,POS,Toronto,False
TXN-034403,C-0474,M-0064,Pasta Palace #64,Restaurant,215.37,2024-02-19T12:52:20,CAD,online,Calgary,False
TXN-046591,C-0379,M-0142,FoodLand #142,Grocery,294.37,2024-02-19T12:55:36,CAD,online,Winnipeg,False
TXN-005367,C-0381,M-0116,TechByte #116,Electronics,731.39,2024-02-19T12:58:36,CAD,POS,Toronto,False
TXN-007505,C-0484,M-0188,BookTrip #188,Travel,227.72,2024-02-19T12:59:12,CAD,online,Vancouver,False
TXN-038401,C-0186,M-0189,ChicBoutique #189,Clothing,64.97,2024-02-19T12:59:37,CAD,POS,Toronto,False
TXN-023321,C-0124,M-0146,FoodLand #146,Grocery,348.2,2024-02-19T12:59:46,CAD,online,Ottawa,False
TXN-035885,C-0071,M-0078,FlyAway #78,Travel,477.09,2024-02-19T12:59:48,CAD,POS,Quebec City,False
TXN-009659,C-0197,M-0076,FashionFit #76,Clothing,228.22,2024-02-19T12:59:54,CAD,ATM,Montreal,False
TXN-010594,C-0190,M-0168,PowerGrid #168,Utilities,281.84,2024-02-19T13:00:45,CAD,POS,Hamilton,False
TXN-027616,C-0319,M-0168,PowerGrid #168,Utilities,104.04,2024-02-19T13:02:19,CAD,POS,Toronto,False
TXN-043563,C-0386,M-0058,QuickGas #58,Gas Station,535.48,2024-02-19T13:02:54,CAD,online,Calgary,False
TXN-037887,C-0076,M-0016,ChicBoutique #16,Clothing,444.0,2024-02-19T13:03:52,CAD,online,Montreal,False
TXN-027493,C-0439,M-0050,HealthPlus #50,Healthcare,729.19,2024-02-19T13:05:55,CAD,POS,Quebec City,False
TXN-014120,C-0355,M-0193,WebMart #193,Online Shopping,480.11,2024-02-19T13:06:10,CAD,online,Ottawa,False
TXN-000523,C-0380,M-0169,FlyAway #169,Travel,261.15,2024-02-19T13:07:06,CAD,online,Hamilton,False
TXN-003770,C-0370,M-0014,FashionFit #14,Clothing,795.23,2024-02-19T13:11:51,CAD,online,Toronto,False
TXN-010531,C-0158,M-0022,FreshMart #22,Grocery,221.65,2024-02-19T13:12:36,CAD,online,Quebec City,False
TXN-015726,C-0285,M-0063,ElectroZone #63,Electronics,501.28,2024-02-19T13:13:51,CAD,POS,Calgary,False
TXN-007798,C-0023,M-0004,FashionFit #4,Clothing,122.11,2024-02-19T13:15:22,CAD,POS,Edmonton,False
TXN-005738,C-0031,M-0068,FunPark #68,Entertainment,122.98,2024-02-19T13:16:55,CAD,POS,Toronto,False
TXN-023615,C-0248,M-0166,ChicBoutique #166,Clothing,146.75,2024-02-19T13:19:15,CAD,ATM,Winnipeg,False
TXN-005981,C-0432,M-0042,GreenGrocer #42,Grocery,616.43,2024-02-19T13:19:58,CAD,online,Quebec City,False
TXN-026073,C-0405,M-0141,FuelUp #141,Gas Station,551.44,2024-02-19T13:21:58,CAD,POS,Calgary,False
TXN-018900,C-0495,M-0193,WebMart #193,Online Shopping,184.56,2024-02-19T13:22:40,CAD,online,Toronto,False
TXN-011920,C-0224,M-0117,GasMax #117,Gas Station,72.51,2024-02-19T13:22:49,CAD,online,Hamilton,False
TXN-001065,C-0351,M-0196,HydroPower #196,Utilities,77.89,2024-02-19T13:24:44,CAD,online,Vancouver,False
TXN-032754,C-0041,M-0085,ClickBuy #85,Online Shopping,31.33,2024-02-19T13:26:06,CAD,ATM,Toronto,False
TXN-000716,C-0201,M-0192,GasMax #192,Gas Station,496.95,2024-02-19T13:29:26,CAD,online,Montreal,False
TXN-038674,C-0313,M-0082,EnergyStop #82,Gas Station,318.86,2024-02-19T13:30:12,CAD,POS,Quebec City,False
TXN-029933,C-0151,M-0184,FunPark #184,Entertainment,107.67,2024-02-19T13:30:25,CAD,POS,Halifax,False
TXN-029860,C-0269,M-0110,FunPark #110,Entertainment,57.14,2024-02-19T13:31:42,CAD,POS,Calgary,False
TXN-018793,C-0227,M-0077,ShopNow #77,Online Shopping,460.81,2024-02-19T13:31:49,CAD,POS,Ottawa,False
TXN-044561,C-0357,M-0028,Burger Hub #28,Restaurant,245.37,2024-02-19T13:34:52,CAD,POS,Winnipeg,False
TXN-034613,C-0418,M-0132,DigiMart #132,Electronics,603.12,2024-02-19T13:38:25,CAD,POS,Hamilton,False
TXN-038791,C-0363,M-0117,GasMax #117,Gas Station,102.51,2024-02-19T13:38:56,CAD,POS,Montreal,False
TXN-001165,C-0049,M-0116,TechByte #116,Electronics,414.88,2024-02-19T13:39:20,CAD,online,Ottawa,False
TXN-005132,C-0169,M-0129,DigiMart #129,Electronics,201.99,2024-02-19T13:39:53,CAD,POS,Vancouver,False
TXN-001976,C-0253,M-0031,FuelUp #31,Gas Station,7.02,2024-02-19T13:41:02,CAD,POS,Edmonton,False
TXN-034217,C-0330,M-0106,CareFirst #106,Healthcare,69.38,2024-02-19T13:44:04,CAD,POS,Toronto,False
TXN-005429,C-0191,M-0063,ElectroZone #63,Electronics,211.12,2024-02-19T13:46:59,CAD,POS,Calgary,False
TXN-035502,C-0043,M-0054,PowerGrid #54,Utilities,248.32,2024-02-19T13:47:12,CAD,online,Calgary,False
TXN-031765,C-0005,M-0021,Metro Plus #21,Grocery,397.95,2024-02-19T13:47:22,CAD,ATM,Montreal,False
TXN-023245,C-0200,M-0041,CircuitHub #41,Electronics,345.7,2024-02-19T13:47:29,CAD,POS,Vancouver,False
TXN-032715,C-0431,M-0095,FoodLand #95,Grocery,675.33,2024-02-19T13:47:30,CAD,POS,Hamilton,False
TXN-045112,C-0322,M-0122,PowerGrid #122,Utilities,256.16,2024-02-19T13:50:10,CAD,online,Halifax,False
TXN-022543,C-0257,M-0191,GasLine #191,Utilities,482.42,2024-02-19T13:50:31,CAD,online,Montreal,False
TXN-044226,C-0452,M-0162,Golden Wok #162,Restaurant,497.08,2024-02-19T13:51:03,CAD,POS,Ottawa,False
TXN-006147,C-0110,M-0199,GreenGrocer #199,Grocery,355.18,2024-02-19T13:51:30,CAD,POS,Quebec City,False
TXN-010988,C-0306,M-0091,PowerGrid #91,Utilities,306.07,2024-02-19T13:52:26,CAD,online,Ottawa,False
TXN-008417,C-0384,M-0134,WanderLux #134,Travel,406.3,2024-02-19T13:53:44,CAD,POS,Edmonton,False
TXN-010753,C-0298,M-0004,FashionFit #4,Clothing,125.26,2024-02-19T13:55:27,CAD,POS,Edmonton,False
TXN-037321,C-0044,M-0044,CircuitHub #44,Electronics,721.22,2024-02-19T13:56:51,CAD,POS,Quebec City,False
TXN-031213,C-0088,M-0062,FlyAway #62,Travel,366.43,2024-02-19T14:00:35,CAD,POS,Winnipeg,False
TXN-046257,C-0492,M-0165,StreamFlix #165,Entertainment,131.27,2024-02-19T14:01:06,CAD,POS,Ottawa,False
TXN-039636,C-0345,M-0186,StreamFlix #186,Entertainment,91.63,2024-02-19T14:01:23,CAD,POS,Toronto,False
TXN-023340,C-0077,M-0129,DigiMart #129,Electronics,612.69,2024-02-19T14:01:32,CAD,POS,Hamilton,False
TXN-026944,C-0410,M-0005,CinePlex #5,Entertainment,366.52,2024-02-19T14:06:14,CAD,POS,Quebec City,False
TXN-001258,C-0224,M-0117,GasMax #117,Gas Station,93.45,2024-02-19T14:07:08,CAD,POS,Vancouver,False
TXN-008199,C-0062,M-0072,FoodLand #72,Grocery,45.92,2024-02-19T14:07:44,CAD,POS,Toronto,False
TXN-007244,C-0428,M-0154,StreamFlix #154,Entertainment,305.67,2024-02-19T14:09:47,CAD,POS,Calgary,False
TXN-006134,C-0444,M-0059,GadgetWorld #59,Electronics,172.4,2024-02-19T14:10:26,CAD,online,Quebec City,False
TXN-040348,C-0135,M-0083,GasLine #83,Utilities,21.42,2024-02-19T14:11:17,CAD,online,Edmonton,False
TXN-010888,C-0332,M-0122,PowerGrid #122,Utilities,249.61,2024-02-19T14:12:45,CAD,online,Quebec City,False
TXN-008966,C-0339,M-0069,GameZone #69,Entertainment,183.71,2024-02-19T14:13:13,CAD,online,Halifax,False
TXN-032116,C-0131,M-0066,GreenGrocer #66,Grocery,53.04,2024-02-19T14:13:24,CAD,POS,Hamilton,False
